RowID,ChunkID,position_with_chunk,month,weekday,hour,PM25_1,PM25_2,PM25_3,PM25_6,PM25_8,PM25_15,PM25_25,PM10_1,PM10_2,PM10_3,PM10_6,PM10_8,PM10_15,PM10_25,NO2_1,NO2_2,NO2_3,NO2_6,NO2_8,NO2_15,NO2_25,temperature_1,temperature_2,temperature_3,temperature_6,temperature_8,temperature_15,temperature_25,pressure_1,pressure_2,pressure_3,pressure_6,pressure_8,pressure_15,pressure_25,humidity_1,humidity_2,humidity_3,humidity_6,humidity_8,humidity_15,humidity_25,wind_1,wind_2,wind_3,wind_6,wind_8,wind_15,wind_25,weather_1,weather_2,weather_3,weather_6,weather_8,weather_15,weather_25
2392,10,17,5,Sunday,17,158,160,155,163,161,158,null,108,77,88,69,84,72,null,17,7,11,20,24,7,null,24,24,24,24,24,24,null,1004,1004,1004,1004,1004,1004,null,47,47,47,47,47,47,null,2,2,2,2,2,2,null,4,4,4,4,4,4,null 
2393,10,18,5,Sunday,18,160,157,155,166,163,160,null,105,76,81,70,83,73,null,13,8,10,19,31,9,null,24,24,24,24,24,24,null,1004,1004,1004,1004,1004,1004,null,47,47,47,47,47,47,null,2,7,7,7,7,7,null,4,4,4,4,4,4,null 
2394,10,19,5,Sunday,19,161,160,155,166,163,160,null,105,74,79,70,85,75,null,13,8,11,21,31,10,null,24,24,24,24,24,24,null,1004,1004,1004,1004,1004,1004,null,46,46,46,46,46,46,null,3,3,3,3,3,3,null,4,4,4,4,4,4,null 
2395,10,20,5,Sunday,20,158,157,161,164,158,159,null,93,73,76,73,72,72,null,12,9,13,21,34,10,null,24,24,24,24,24,24,null,1004,1004,1004,1004,1004,1004,null,47,47,47,47,47,47,null,2,2,2,2,2,2,null,4,4,4,4,4,4,null 
2396,10,21,5,Sunday,21,156,154,161,161,158,154,null,87,73,76,71,72,73,null,11,10,13,20,34,10,null,22,22,24,22,24,23,null,1004,1004,1004,1004,1004,1004,null,51,51,47,51,47,49,null,3,3,2,3,2,4,null,4,4,4,4,4,4,null 
2397,10,22,5,Sunday,22,155,153,164,130,111,106,null,87,73,76,75,73,71,null,13,11,14,20,33,12,null,21,21,22,21,21,21,null,1004,1005,1004,1004,1005,1005,null,54,55,51,54,55,55,null,5,3,3,5,3,3,null,3,3,3,3,3,3,null 
2398,10,23,5,Sunday,23,118,106,120,123,105,108,null,83,71,62,60,63,62,null,12,17,24,20,34,12,null,20,20,20,20,20,20,null,1004,1004,1004,1004,1004,1004,null,56,56,58,56,56,56,null,3,3,4,3,3,3,null,3,3,3,3,3,3,null 
2399,10,24,5,Monday,0,103,120,135,120,99,106,null,85,64,75,55,61,55,null,15,17,21,18,28,12,null,19,19,19,19,19,19,null,1005,1005,1004,1005,1005,1005,null,60,60,62,60,60,60,null,2,2,2,2,2,2,null,3,3,3,3,3,3,null 
2400,10,25,5,Monday,1,115,126,111,106,111,128,null,69,60,60,54,57,53,null,15,15,20,21,26,15,null,19,19,19,19,19,19,null,1005,1005,1005,1005,1005,1005,null,63,63,63,63,63,63,null,2,2,2,2,2,2,null,1,1,1,1,1,1,null 
2401,10,26,5,Monday,2,115,126,111,106,111,128,null,69,60,60,54,57,53,null,15,15,20,21,26,15,null,19,19,19,19,19,19,null,1005,1005,1005,1005,1005,1004,null,63,63,63,63,63,66,null,2,2,2,2,2,5,null,1,1,1,1,1,1,null 
2402,10,27,5,Monday,3,126,105,113,115,146,110,null,69,50,60,54,57,53,null,17,20,21,28,23,15,null,18,18,18,18,18,18,null,1003,1003,1003,1003,1003,1003,null,67,67,67,67,67,67,null,1,1,1,1,1,1,null,1,1,1,1,1,1,null 
2403,10,28,5,Monday,4,126,105,113,115,146,151,null,50,50,50,54,57,44,null,17,20,21,28,23,15,null,18,18,18,18,18,18,null,1003,1003,1003,1003,1003,1002,null,67,67,67,67,67,68,null,1,1,1,1,1,0,null,1,1,1,1,1,1,null 
2404,10,29,5,Monday,5,130,113,146,125,141,120,null,50,54,53,54,55,46,null,17,17,20,22,26,15,null,18,18,18,18,18,18,null,1002,1002,1002,1002,1002,1002,null,68,68,68,68,68,68,null,3,3,3,3,3,3,null,1,1,1,1,1,1,null 
2405,10,30,5,Monday,6,141,150,120,151,141,118,null,54,54,53,48,55,46,null,17,20,20,22,26,13,null,18,18,18,18,18,18,null,1001,1001,1001,1001,1001,1001,null,70,70,70,70,70,70,null,4,1,4,4,4,4,null,1,1,1,1,1,1,null 
2406,10,31,5,Monday,7,148,125,123,131,150,118,null,56,57,48,52,55,46,null,28,20,20,27,24,14,null,18,18,18,18,18,18,null,1000,1000,1000,1000,1000,1000,null,70,70,70,70,70,70,null,1,1,1,1,1,1,null,1,1,1,1,1,1,null 
2407,10,32,5,Monday,8,150,133,131,136,152,125,null,56,58,51,52,55,51,null,24,17,18,26,30,15,null,18,18,18,18,18,18,null,1000,1000,1000,1000,1000,1000,null,70,70,70,70,70,70,null,2,2,2,2,2,2,null,1,1,1,1,1,1,null 
2408,10,33,5,Monday,9,154,155,140,141,157,154,null,59,57,57,52,55,55,null,25,21,22,26,31,22,null,19,19,19,18,19,19,null,998,998,998,999,998,998,null,67,67,67,69,67,67,null,2,2,2,3,2,2,null,1,1,1,1,1,1,null 
2409,10,34,5,Monday,10,160,160,162,151,164,164,null,59,65,60,58,55,60,null,29,23,23,29,36,22,null,19,19,19,19,19,19,null,998,998,998,998,998,998,null,65,65,65,65,65,65,null,3,3,3,5,3,3,null,1,1,1,1,1,1,null 
2410,10,35,5,Monday,11,160,168,162,183,179,171,null,59,65,60,58,55,60,null,28,24,23,28,33,23,null,19,19,19,19,19,19,null,999,999,998,999,999,999,null,64,64,65,64,64,64,null,4,4,3,4,4,4,null,1,1,1,1,1,1,null 
2411,10,36,5,Monday,12,170,177,188,185,179,187,null,90,65,97,58,55,60,null,24,22,27,29,34,20,null,20,20,20,20,20,20,null,999,999,999,999,999,999,null,61,61,61,61,61,61,null,3,3,3,3,3,3,null,3,3,3,3,3,3,null 
2412,10,37,5,Monday,13,182,170,187,175,180,184,null,90,108,97,92,109,131,null,24,16,26,30,31,26,null,24,26,26,26,26,26,null,999,999,999,999,999,999,null,44,12,12,12,12,12,null,6,5,5,5,5,5,null,3,3,3,3,3,3,null 
2413,10,38,5,Monday,14,157,101,155,178,208,156,null,111,108,182,92,111,103,null,22,16,26,30,31,9,null,27,26,27,27,27,26,null,1000,1000,1000,1000,1000,1000,null,11,9,11,11,11,9,null,7,5,7,7,7,5,null,3,3,3,3,3,3,null 
2414,10,39,5,Monday,15,143,101,131,138,171,110,null,414,108,172,458,269,500,null,10,16,6,32,17,9,null,26,26,26,26,26,26,null,999,1000,999,1000,999,1000,null,9,9,9,8,9,8,null,3,5,3,6,3,6,null,3,3,3,3,3,3,null 
2415,10,40,5,Monday,16,123,101,116,136,170,111,null,249,185,114,179,269,349,null,10,3,5,37,17,6,null,27,27,26,27,27,26,null,999,999,999,999,999,999,null,8,8,7,8,8,7,null,9,9,8,9,9,8,null,3,3,3,3,3,3,null 
2416,10,41,5,Monday,17,140,101,125,131,141,92,null,186,185,114,197,445,317,null,9,3,5,41,14,7,null,26,27,26,26,26,26,null,1000,999,999,1000,1000,1000,null,8,8,7,8,8,8,null,9,9,8,9,9,9,null,3,3,3,3,3,3,null 
2417,10,42,5,Monday,18,140,101,126,131,135,77,null,186,185,154,168,163,195,null,9,3,5,51,14,7,null,26,27,26,26,26,26,null,1000,999,1000,1000,1000,1000,null,8,8,9,9,9,9,null,9,9,5,5,5,5,null,2,2,2,2,2,2,null 
2418,10,43,5,Monday,19,103,64,115,217,128,77,null,203,185,154,168,163,195,null,9,3,5,57,15,8,null,24,24,24,25,24,24,null,1001,1001,1001,1000,1001,1001,null,12,12,12,9,12,12,null,4,4,4,7,4,4,null,2,2,2,2,2,2,null 
2419,10,44,5,Monday,20,97,57,120,131,128,87,null,152,136,205,146,163,158,null,13,5,5,65,15,8,null,23,23,23,23,24,23,null,1002,1002,1002,1002,1001,1002,null,13,12,12,13,12,13,null,6,5,5,6,4,6,null,2,2,2,2,2,2,null 
2420,10,45,5,Monday,21,94,69,92,136,125,89,null,123,97,130,146,149,158,null,16,5,6,65,16,10,null,22,22,22,22,22,22,null,1003,1003,1004,1003,1003,1003,null,12,12,13,12,12,12,null,5,5,7,5,5,5,null,2,2,2,2,2,2,null 
2421,10,46,5,Monday,22,69,62,84,105,89,54,null,89,76,80,83,84,80,null,17,4,5,75,22,12,null,21,21,22,22,22,21,null,1005,1005,1004,1004,1004,1005,null,16,16,13,13,13,16,null,3,3,9,9,9,3,null,2,2,2,2,2,2,null 
2422,10,47,5,Monday,23,42,59,79,59,69,36,null,89,76,80,56,64,55,null,17,4,6,75,25,12,null,20,21,20,20,19,20,null,1005,1005,1005,1005,1005,1005,null,17,16,17,17,21,17,null,1,3,1,1,1,1,null,2,2,2,2,2,2,null 
2423,10,48,5,Tuesday,0,62,23,57,74,77,33,null,62,55,63,56,64,55,null,18,5,5,74,25,14,null,18,18,18,18,18,17,null,1005,1005,1005,1005,1005,1004,null,26,26,26,26,26,31,null,1,1,1,1,1,1,null,2,2,2,2,2,2,null 
2424,10,49,5,Tuesday,1,62,23,57,74,74,39,null,62,55,63,56,64,46,null,18,5,5,74,32,21,null,18,18,17,18,17,16,null,1005,1005,1004,1005,1004,1004,null,26,26,31,26,31,36,null,1,1,1,1,1,1,null,2,2,2,2,2,2,null 
2425,10,50,5,Tuesday,2,62,23,57,74,74,39,null,62,55,63,56,64,46,null,18,5,8,74,32,21,null,18,18,16,18,17,16,null,1005,1005,1004,1005,1004,1004,null,26,26,33,26,31,36,null,1,1,2,1,1,1,null,2,2,2,2,2,2,null 
2426,10,51,5,Tuesday,3,67,23,72,77,94,52,null,62,55,63,69,64,46,null,34,5,32,51,46,31,null,16,16,16,16,16,16,null,1004,1004,1004,1004,1004,1004,null,28,28,28,28,28,28,null,1,1,1,1,1,1,null,2,2,2,2,2,2,null 
2427,10,52,5,Tuesday,4,67,23,72,77,94,52,null,62,55,63,69,64,46,null,34,5,32,51,46,31,null,16,16,14,16,16,16,null,1004,1004,1004,1004,1004,1004,null,28,28,37,28,28,28,null,1,1,1,1,1,1,null,2,2,2,2,2,2,null 
2428,10,53,5,Tuesday,5,67,23,72,77,94,52,null,62,55,63,69,64,46,null,34,5,32,51,46,39,null,16,16,14,16,16,14,null,1004,1004,1004,1004,1004,1004,null,28,28,37,28,28,35,null,1,1,1,1,1,1,null,2,2,2,2,2,2,null 
2429,10,54,5,Tuesday,6,52,10,77,105,97,57,null,62,8,63,69,64,46,null,36,5,38,46,45,39,null,19,16,19,16,19,16,null,1004,1004,1004,1004,1004,1004,null,20,23,20,23,20,23,null,3,4,3,4,3,4,null,2,2,2,2,2,2,null 
2430,10,55,5,Tuesday,7,77,17,94,108,97,69,null,61,21,86,66,66,78,null,35,6,38,46,45,34,null,20,20,20,20,20,20,null,1005,1005,1005,1005,1005,1005,null,19,19,19,19,19,19,null,5,6,5,6,6,6,null,2,2,2,2,2,2,null 
2431,10,56,5,Tuesday,8,84,20,97,118,113,72,null,81,44,90,79,74,82,null,35,9,34,41,42,27,null,21,21,21,21,22,21,null,1005,1005,1005,1005,1005,1005,null,17,17,17,17,15,17,null,3,3,3,3,7,3,null,2,2,2,2,2,2,null 
2432,10,57,5,Tuesday,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2433,10,58,5,Tuesday,10,106,74,110,110,113,74,null,57,51,68,73,73,74,null,30,9,28,36,39,23,null,22,22,23,24,24,24,null,1005,1005,1005,1004,1004,1004,null,15,15,15,14,14,14,null,7,7,6,5,5,5,null,2,2,2,2,2,2,null 
2434,10,59,5,Tuesday,11,64,62,110,113,130,74,null,57,51,68,73,73,74,null,22,28,28,36,39,23,null,25,24,25,25,25,24,null,1003,1004,1004,1003,1003,1004,null,13,14,14,13,13,14,null,1,5,6,1,1,5,null,2,2,2,2,2,2,null 
2435,10,60,5,Tuesday,12,64,62,110,113,130,74,null,57,51,68,73,73,74,null,22,28,28,36,39,23,null,26,24,25,25,25,24,null,1003,1004,1004,1003,1003,1004,null,13,14,14,13,13,14,null,3,5,6,1,1,5,null,2,2,2,2,2,2,null 
2436,10,61,5,Tuesday,13,67,92,101,115,135,97,null,57,51,118,73,73,83,null,20,17,11,27,32,8,null,28,28,28,28,28,28,null,1002,1002,1002,1002,1002,1002,null,10,10,12,10,10,12,null,7,7,5,7,7,5,null,2,2,2,2,2,2,null 
2437,10,62,5,Tuesday,14,97,62,103,130,126,97,null,71,78,145,74,99,98,null,18,17,11,16,32,8,null,29,28,28,29,29,29,null,1001,1000,1000,1001,1001,1001,null,12,13,13,12,12,12,null,8,4,4,8,8,8,null,2,2,2,2,2,2,null 
2438,10,63,5,Tuesday,15,67,120,150,133,130,101,null,80,95,145,87,91,99,null,16,8,12,14,32,7,null,29,30,29,29,29,30,null,1000,1000,1000,1000,1000,1000,null,13,12,13,13,13,12,null,7,2,7,7,7,2,null,2,2,2,2,2,2,null 
2439,10,64,5,Tuesday,16,152,128,154,152,136,103,null,126,95,133,105,98,99,null,15,8,12,15,32,7,null,29,29,30,29,29,29,null,999,999,1000,999,999,999,null,14,14,12,14,14,14,null,4,4,2,4,4,4,null,2,2,2,2,2,2,null 
2440,10,65,5,Tuesday,17,155,140,158,148,157,116,null,171,139,162,118,113,111,null,15,8,10,17,33,7,null,28,28,28,28,28,28,null,999,999,999,999,999,999,null,15,15,15,15,15,15,null,7,7,7,7,7,7,null,2,2,2,2,2,2,null 
2441,10,66,5,Tuesday,18,155,140,158,148,157,116,null,184,139,162,108,113,111,null,15,8,10,17,33,7,null,27,28,28,27,28,28,null,999,999,999,999,999,999,null,18,15,15,18,15,15,null,3,7,7,3,7,7,null,2,2,2,2,2,2,null 
2442,10,67,5,Tuesday,19,152,140,128,131,151,110,null,184,139,130,108,140,128,null,15,8,11,18,35,10,null,28,28,28,28,28,28,null,998,999,998,998,998,998,null,18,15,17,18,17,18,null,5,7,8,5,8,5,null,2,2,2,2,2,2,null 
2443,10,68,5,Tuesday,20,152,140,128,131,151,110,null,184,139,130,108,140,128,null,15,8,11,19,35,10,null,28,28,28,26,28,28,null,998,999,998,998,998,998,null,18,15,17,19,17,18,null,5,7,8,13,8,5,null,2,2,2,2,2,2,null 
2444,10,69,5,Tuesday,21,152,140,128,131,151,110,null,184,139,130,108,140,128,null,15,8,16,19,35,10,null,28,28,25,26,28,28,null,998,999,998,998,998,998,null,18,15,24,19,17,18,null,5,7,5,13,8,5,null,2,2,2,2,2,2,null 
2445,10,70,5,Tuesday,22,152,110,128,131,154,110,null,184,132,130,108,140,128,null,15,8,16,19,58,10,null,28,25,25,26,24,28,null,998,998,998,998,998,998,null,18,24,24,19,25,18,null,5,3,3,13,4,5,null,2,2,2,2,2,2,null 
2446,10,71,5,Tuesday,23,152,110,128,131,154,110,null,184,132,130,108,140,128,null,15,8,16,19,58,10,null,28,25,25,26,24,28,null,998,998,998,998,998,998,null,18,24,24,19,25,18,null,5,3,3,13,4,5,null,2,2,2,2,2,2,null 
2447,10,72,5,Wednesday,0,136,131,136,162,157,135,null,139,123,118,122,121,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,2,2,2,2,2,2,null 
2448,10,73,5,Wednesday,1,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2449,10,74,5,Wednesday,2,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2450,10,75,5,Wednesday,3,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2451,10,76,5,Wednesday,4,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2452,10,77,5,Wednesday,5,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2453,10,78,5,Wednesday,6,136,131,136,162,157,135,null,139,123,118,122,118,125,null,25,26,27,39,52,25,null,23,23,23,23,23,23,null,997,997,997,997,997,997,null,30,30,30,30,30,30,null,8,8,8,8,8,8,null,null ,null ,null ,null ,null ,null ,null 
2454,10,79,5,Wednesday,7,148,136,141,202,160,157,null,112,114,116,113,121,124,null,40,31,40,53,56,44,null,19,19,19,19,19,19,null,998,998,998,998,998,998,null,42,42,42,42,42,42,null,2,2,2,2,2,2,null,null ,null ,null ,null ,null ,null ,null 
2455,10,80,5,Wednesday,8,152,133,151,172,156,153,null,127,111,121,111,118,125,null,36,21,42,46,51,40,null,21,21,21,21,21,21,null,998,998,998,998,998,998,null,39,39,39,39,39,39,null,3,3,3,3,3,3,null,3,3,3,3,3,3,null 
2456,10,81,5,Wednesday,9,167,131,153,178,163,160,null,148,114,119,112,137,142,null,39,18,34,44,53,39,null,22,22,22,22,22,22,null,999,999,999,999,999,999,null,38,38,38,38,38,38,null,3,3,3,3,3,3,null,3,3,3,3,3,3,null 
2457,10,82,5,Wednesday,10,160,146,158,190,164,159,null,142,120,122,123,137,152,null,36,19,24,42,46,39,null,23,23,23,23,23,23,null,999,999,999,999,999,999,null,38,38,38,38,38,38,null,5,5,5,5,5,5,null,3,3,3,3,3,3,null 
2458,10,83,5,Wednesday,11,152,154,161,186,182,166,null,122,127,142,122,152,160,null,25,20,27,33,50,34,null,25,25,25,25,25,25,null,999,999,999,999,999,999,null,34,34,34,34,34,34,null,5,5,5,5,5,5,null,3,3,3,3,3,3,null 
2459,10,84,5,Wednesday,12,155,157,164,182,180,166,null,131,129,135,115,139,160,null,24,19,28,29,49,34,null,26,26,26,26,26,26,null,999,999,999,999,999,999,null,32,32,32,32,32,32,null,1,1,1,1,1,1,null,3,3,3,3,3,3,null 
2460,10,85,5,Wednesday,13,158,159,165,185,181,166,null,137,129,131,115,132,149,null,23,15,24,27,46,35,null,26,26,26,26,26,26,null,999,999,999,999,999,999,null,32,32,33,32,32,32,null,4,4,2,4,4,4,null,3,3,3,3,3,3,null 
2461,10,86,5,Wednesday,14,163,159,167,194,180,170,null,140,127,140,123,134,142,null,20,19,30,33,39,29,null,27,27,27,27,27,27,null,999,999,999,999,999,1000,null,30,30,29,30,30,31,null,2,2,2,2,2,3,null,3,3,3,3,3,3,null 
2462,10,87,5,Wednesday,15,160,168,174,197,177,170,null,131,127,135,122,132,145,null,17,22,30,32,35,25,null,28,28,27,27,28,28,null,999,999,1000,1000,999,999,null,33,32,31,31,32,33,null,2,2,3,3,2,2,null,3,3,3,3,3,3,null 
2463,10,88,5,Wednesday,16,157,171,170,193,173,180,null,137,134,132,129,140,155,null,17,24,27,34,33,28,null,27,27,28,27,27,28,null,1000,1000,999,1000,1000,1000,null,34,34,33,34,34,36,null,4,4,2,4,4,1,null,3,3,3,3,3,3,null 
2464,10,89,5,Wednesday,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2465,10,90,5,Wednesday,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2466,10,91,5,Wednesday,19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2467,10,92,5,Wednesday,20,160,171,181,195,184,183,null,118,119,139,126,153,159,null,21,21,36,39,52,30,null,27,27,27,27,27,26,null,1002,1002,1002,1002,1002,1003,null,40,40,40,40,40,41,null,2,2,2,2,2,0,null,3,3,3,3,3,3,null 
2468,10,93,5,Wednesday,21,167,165,189,233,190,191,null,155,95,150,134,160,165,null,21,21,36,39,53,30,null,26,26,26,26,26,26,null,1003,1003,1003,1003,1003,1003,null,40,40,40,40,40,40,null,3,3,3,3,3,3,null,3,3,3,3,3,3,null 
2469,10,94,5,Wednesday,22,174,170,194,229,216,198,null,123,115,178,151,164,182,null,26,21,70,72,77,33,null,26,25,25,25,26,26,null,1005,1005,1005,1005,1005,1005,null,42,38,38,38,42,42,null,2,2,2,2,2,2,null,1,1,1,1,1,1,null 
2470,10,95,5,Wednesday,23,177,178,205,226,200,194,null,133,133,192,138,156,157,null,49,34,63,45,51,29,null,25,24,25,25,25,24,null,1006,1006,1006,1006,1006,1006,null,38,39,38,38,38,39,null,2,3,2,2,2,3,null,1,1,1,1,1,1,null 
2471,10,96,5,Thursday,0,180,183,190,195,180,174,null,119,132,91,99,100,118,null,53,34,36,35,49,29,null,24,24,24,24,24,24,null,1007,1007,1007,1007,1007,1007,null,29,29,29,29,29,29,null,3,3,3,3,3,3,null,1,1,1,1,1,1,null 
2472,10,97,5,Thursday,1,170,171,173,173,167,155,null,115,99,87,80,100,89,null,54,31,35,34,34,27,null,22,22,22,22,22,22,null,1007,1007,1007,1007,1007,1007,null,36,36,36,36,36,36,null,1,1,1,1,1,1,null,1,1,1,1,1,1,null 
2473,10,98,5,Thursday,2,164,156,158,165,159,153,null,117,92,63,78,100,91,null,49,23,38,42,46,24,null,21,21,21,21,21,21,null,1007,1007,1007,1007,1007,1007,null,37,38,37,37,37,37,null,1,0,1,1,1,1,null,1,1,1,1,1,1,null 
2474,10,99,5,Thursday,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2475,10,100,5,Thursday,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2476,10,101,5,Thursday,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2477,10,102,5,Thursday,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2478,10,103,5,Thursday,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2479,10,104,5,Thursday,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2480,10,105,5,Thursday,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2481,10,106,5,Thursday,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2482,10,107,5,Thursday,11,161,194,171,224,177,175,null,129,113,85,149,120,110,null,33,37,45,65,75,52,null,26,26,26,26,26,26,null,1012,1012,1012,1012,1012,1012,null,25,25,27,25,27,25,null,3,3,3,3,3,3,null,3,3,3,3,3,3,null 
2483,10,108,5,Thursday,12,161,192,161,174,166,177,null,123,124,85,131,120,110,null,33,37,40,72,75,35,null,27,27,27,28,28,28,null,1012,1012,1012,1012,1012,1012,null,26,26,26,26,26,26,null,5,5,5,2,2,2,null,3,3,3,3,3,3,null 
2484,10,109,5,Thursday,13,157,178,164,183,161,172,null,123,124,85,131,120,119,null,26,39,42,40,46,22,null,28,28,28,28,28,28,null,1012,1012,1012,1012,1012,1012,null,28,25,25,25,25,25,null,3,2,2,2,2,2,null,3,3,3,3,3,3,null 
2485,10,110,5,Thursday,14,162,168,171,180,170,170,null,124,121,145,102,126,131,null,21,20,23,34,35,17,null,28,28,28,28,28,28,null,1012,1012,1012,1012,1012,1012,null,25,25,25,25,25,25,null,6,6,6,6,6,6,null,3,3,3,3,3,3,null 
2486,10,111,5,Thursday,15,167,170,174,188,171,173,null,131,123,130,114,99,114,null,15,17,20,33,29,16,null,28,28,28,28,28,28,null,1011,1011,1011,1011,1011,1011,null,26,26,26,26,26,26,null,1,1,1,1,1,1,null,3,3,3,3,3,3,null 
2487,10,112,5,Thursday,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null ,null ,null ,null ,null ,null ,null 
2488,10,113,5,Thursday,17,153,152,155,163,128,150,null,133,113,99,80,90,92,null,15,15,16,29,34,13,null,27,27,27,27,27,27,null,1010,1010,1010,1010,1010,1010,null,21,21,21,21,21,21,null,4,4,4,4,4,4,null,3,3,3,3,3,3,null 
2489,10,114,5,Thursday,18,135,121,141,170,106,123,null,110,61,89,69,60,52,null,12,12,15,28,34,12,null,27,27,27,27,27,27,null,1010,1010,1010,1010,1010,1010,null,23,23,23,23,23,23,null,2,2,2,2,2,2,null,3,3,3,3,3,3,null 
2490,10,115,5,Thursday,19,97,97,113,118,108,105,null,89,61,56,56,64,52,null,11,12,15,28,46,12,null,26,26,26,26,26,26,null,1011,1011,1011,1011,1011,1011,null,23,23,23,23,23,23,null,4,4,4,4,4,4,null,3,3,3,3,3,3,null 
2491,10,116,5,Thursday,20,92,97,101,121,115,97,null,44,70,56,56,64,72,null,11,15,16,31,46,14,null,25,26,25,25,25,25,null,1011,1011,1011,1011,1011,1011,null,18,23,18,18,18,18,null,3,4,3,3,3,3,null,3,3,3,3,3,3,null 
2492,10,117,5,Thursday,21,92,152,79,103,94,99,null,63,62,54,58,45,54,null,17,18,17,39,39,20,null,24,25,24,24,24,24,null,1012,1012,1012,1012,1012,1012,null,24,22,24,24,24,24,null,3,2,3,3,3,3,null,3,3,3,3,3,3,null 
